cluster,import_kgcapita,production_kgcapita,food_kcalcapitaday,protein_gcapitaday,fat_gcapitaday,total_food_kcalcapitaday,total_protein_gcapitaday,animal_prot_rate,pop_growth_rate,kfc_2018_capita,kfc_growth_rate
0,-0.07535749619044713,-0.18032719706030184,-0.1253956788946669,-0.06977979546260685,-0.15605567278376575,1.1591154603682077,0.7526122221389285,-0.19948985259527713,-0.40264825643787916,6.365300275603565,8.310468467084387
1,-0.06825702864934914,0.0885114457324948,-0.0599554132360076,0.010764026872465363,-0.1039102597536982,0.5714479099901644,0.5104471058819343,0.39441514761475993,-0.49094621411587464,-0.10880282605002303,-0.07998240364442513
2,-0.33438945136341663,1.599789292388126,1.3712019678597722,1.2162172623339151,1.428340059545989,0.30009189837538686,0.3695727175802334,0.6306520415976021,-0.10629125356116251,0.12093277618367558,0.07032836760584518
3,-0.4241463540134476,-0.7320350109809707,-0.92805632418787,-0.9443582898086231,-0.8904679473935443,-1.0290473814342769,-1.0260658006511683,-1.1208507916793715,0.9389737892584349,-0.1949158935115571,-0.16565944705568728
4,3.136695681866717,-0.5746354332409355,1.8425041763907097,1.7299076406576732,1.8676432535522605,-0.14966622919997896,0.19175605433885404,1.0628487216967784,-0.537546029788314,0.3512245334657149,-0.20578101887299727
